"","GSM711956"
"7910950",3.60111
"7910971",2.26996
"7910997",3.32237
"7911017",6.81659
"7911038",5.38981
"7911045",2.53223
"7911047",5.29402
"7911049",2.67841
"7911056",3.49645
"7911078",6.17826
"7911085",6.43917
"7911092",5.05565
"7911094",1.57674
"7911096",4.57564
"7911108",5.43822
"7911110",3.58967
"7911112",3.74166
"7911114",5.44336
"7911136",1.469
"7911138",4.79243
"7911155",7.6948
"7911170",2.81403
"7911174",1.95173
"7911176",1.95346
"7911178",3.86567
"7911197",2.27419
"7911199",2.37501
"7911207",3.12082
"7911209",2.25986
"7911211",1.98354
"7911213",2.34322
"7911215",2.53114
"7911218",3.79181
"7911229",2.58815
"7911231",2.58815
"7911233",1.65418
"7911235",2.01031
"7911237",2.20913
"7911241",3.12655
"7911243",2.05821
"7911248",2.03848
"7911252",3.15913
"7911258",2.46653
"7911260",2.58233
"7911263",3.00988
"7911265",1.62831
"7911267",1.74116
"7911269",2.16352
"7911271",2.73063
"7911273",1.73885
"7911276",1.73223
"7911278",2.25153
"7911281",2.67664
"7911283",2.73134
"7911285",1.72051
"7911287",2.285
"7911289",5.20499
"7911301",3.77082
"7911307",5.84576
"7911309",6.2951
"7911323",2.49317
"7911329",5.96005
"7911331",5.33734
"7911333",5.78692
"7911335",10.1805
"7911337",10.9785
"7911339",8.35491
"7911341",7.33049
"7911343",9.35394
"7911345",3.84525
"7911347",5.15106
"7911349",2.15502
"7911351",4.11101
"7911355",3.92501
"7911359",5.86955
"7911371",4.36595
"7911376",4.97253
"7911383",3.90652
"7911403",5.16784
"7911413",4.4856
"7911422",6.03647
"7911435",4.27186
"7911444",4.89114
"7911458",4.85713
"7911486",6.38163
"7911506",6.03673
"7911529",7.08877
"7911532",5.20747
"7911539",7.29121
"7911559",6.74763
"7911566",4.87735
"7911568",6.64801
"7911578",5.81033
"7911591",6.44055
"7911600",5.30958
"7911619",9.30254
"7911634",4.50337
"7911643",3.16858
"7911657",4.11177
"7911659",3.25746
"7911676",3.19027
"7911681",3.15074
"7911683",4.44895
"7911699",4.99292
"7911701",4.18732
"7911718",3.42079
"7911720",4.60097
"7911730",4.57841
"7911750",4.48032
"7911754",6.20141
"7911767",3.3874
"7911793",5.79181
"7911796",4.23825
"7911799",5.11953
"7911839",4.95686
"7911854",5.92905
"7911862",5.23643
"7911870",6.23762
"7911897",6.88452
"7911902",4.06406
"7911941",3.40841
"7911989",6.02191
"7911993",6.38429
"7912004",5.34917
"7912012",5.78716
"7912031",4.56476
"7912040",5.8462
"7912056",4.11035
"7912086",6.14316
"7912102",4.51695
"7912112",5.71301
"7912133",3.34113
"7912136",2.52601
"7912145",4.81876
"7912155",4.49452
"7912157",7.83132
"7912162",4.03142
"7912164",1.71478
"7912166",7.26424
"7912194",5.37087
"7912196",2.2544
"7912198",10.3963
"7912207",1.71901
"7912209",2.12958
"7912211",2.87593
"7912224",4.00357
"7912239",4.90537
"7912248",2.61434
"7912250",5.46917
"7912252",2.95094
"7912254",2.90146
"7912257",7.9559
"7912280",4.50135
"7912283",5.37681
"7912292",6.64134
"7912303",4.84297
"7912316",4.68804
"7912343",5.20198
"7912347",4.32252
"7912349",3.61928
"7912361",2.91467
"7912374",6.44218
"7912385",6.70225
"7912412",6.54756
"7912473",4.63834
"7912481",5.10027
"7912496",4.12649
"7912511",5.14432
"7912515",2.53001
"7912520",3.30853
"7912525",1.52802
"7912527",2.59879
"7912529",3.25401
"7912531",1.33953
"7912535",2.74468
"7912537",6.11267
"7912547",1.91631
"7912552",3.22166
"7912555",2.11202
"7912561",2.23256
"7912567",2.16387
"7912575",2.40347
"7912580",2.68584
"7912582",2.15506
"7912585",2.98933
"7912589",1.8058
"7912591",3.96994
"7912595",2.12568
"7912601",3.0349
"7912606",3.96994
"7912610",2.24812
"7912617",3.0349
"7912622",2.92568
"7912625",1.88017
"7912627",2.41894
"7912629",3.04859
"7912638",3.31228
"7912646",5.36264
"7912659",3.3147
"7912670",7.49789
"7912672",2.72265
"7912675",4.50507
"7912692",2.6621
"7912701",4.62565
"7912706",4.79949
"7912724",3.74824
"7912743",4.05572
"7912750",5.35439
"7912762",2.03445
"7912764",3.62268
"7912784",4.02481
"7912800",9.00662
"7912802",2.43458
"7912804",6.31883
"7912806",1.89948
"7912808",8.46987
"7912839",4.0203
"7912850",9.00662
"7912852",8.19116
"7912854",4.30535
"7912861",3.32815
"7912863",3.97981
"7912882",1.45388
"7912884",2.99398
"7912887",6.94584
"7912898",4.52968
"7912928",6.70845
"7912937",3.89749
"7912956",6.37225
"7912968",3.43271
"7912975",4.08644
"7912994",4.54371
"7913001",7.16598
"7913110",5.66813
"7913138",4.485
"7913146",6.18448
"7913154",3.19704
"7913156",6.01492
"7913169",7.57048
"7913185",3.96365
"7913187",4.84384
"7913206",3.68372
"7913211",3.80368
"7913216",3.70933
"7913226",4.55017
"7913235",3.5604
"7913237",7.75999
"7913242",4.70401
"7913249",3.6125
"7913252",5.24699
"7913256",7.03454
"7913271",3.90863
"7913290",3.45683
"7913300",7.12273
"7913319",7.05187
"7913357",6.69284
"7913380",9.2135
"7913385",3.88226
"7913415",7.0893
"7913450",6.97221
"7913547",4.142
"7913556",2.07883
"7913558",5.72017
"7913566",4.69586
"7913571",8.35205
"7913582",5.44158
"7913593",5.79589
"7913609",4.62962
"7913642",3.68328
"7913644",3.77582
"7913655",5.4022
"7913663",2.3274
"7913665",4.92327
"7913667",4.79531
"7913682",5.10326
"7913694",6.32578
"7913705",3.62592
"7913712",6.23658
"7913727",3.7414
"7913768",4.75989
"7913776",3.41231
"7913787",3.19076
"7913799",1.44709
"7913801",2.30757
"7913803",1.5489
"7913805",4.80254
"7913814",6.00705
"7913824",6.25491
"7913835",2.81311
"7913850",3.99968
"7913852",4.27615
"7913858",4.02147
"7913864",3.46825
"7913869",5.17645
"7913883",4.88897
"7913896",3.1431
"7913907",2.99207
"7913918",4.03795
"7913938",4.04857
"7913965",3.48436
"7913972",2.44441
"7913976",1.9227
"7913978",4.40844
"7913990",4.06656
"7914000",3.15927
"7914003",4.23493
"7914015",4.05552
"7914021",5.28817
"7914038",1.78541
"7914040",6.33172
"7914042",5.00186
"7914075",3.95797
"7914084",4.50962
"7914094",5.57697
"7914103",4.80956
"7914112",5.16393
"7914127",7.7855
"7914137",1.39101
"7914139",2.0355
"7914141",5.47718
"7914153",5.01453
"7914178",3.74106
"7914180",7.94001
"7914182",2.32379
"7914184",5.24842
"7914194",5.8058
"7914200",1.45468
"7914202",5.79842
"7914212",7.3537
"7914214",5.45532
"7914216",5.62209
"7914218",4.91419
"7914230",1.38771
"7914232",5.50968
"7914235",7.39019
"7914245",5.40446
"7914260",3.14322
"7914270",7.50663
"7914282",4.55061
"7914296",7.87509
"7914322",3.37248
"7914324",3.37248
"7914326",2.76193
"7914334",5.16077
"7914342",3.95159
"7914350",4.58605
"7914354",4.7213
"7914361",5.93959
"7914433",4.45635
"7914467",4.22275
"7914489",8.54572
"7914496",3.27546
"7914498",2.36527
"7914500",4.52154
"7914516",5.42664
"7914525",7.99569
"7914530",5.47878
"7914550",4.3712
"7914555",1.948
"7914557",4.68639
"7914563",6.6866
"7914580",4.22753
"7914592",7.26302
"7914603",6.96613
"7914617",6.37886
"7914628",3.49679
"7914630",3.94765
"7914643",2.643
"7914648",5.17217
"7914665",4.2625
"7914667",3.4813
"7914748",2.91153
"7914750",5.22948
"7914758",3.02759
"7914764",6.5952
"7914791",8.5469
"7914805",2.4477
"7914807",1.84697
"7914809",6.86962
"7914834",8.04951
"7914847",4.21276
"7914851",2.85062
"7914878",2.85694
"7914880",5.62324
"7914887",7.04171
"7914898",4.12189
"7914904",4.55087
"7914917",5.76923
"7914921",2.70935
"7914923",4.36966
"7914938",1.97493
"7914940",6.78718
"7914950",3.19639
"7914974",3.40775
"7914992",2.42388
"7914994",2.37654
"7914996",6.58465
"7915008",5.33688
"7915015",7.08485
"7915032",3.96139
"7915045",3.28389
"7915056",3.72877
"7915074",2.12056
"7915078",3.74288
"7915084",5.93953
"7915091",5.53946
"7915101",6.16868
"7915130",6.98271
"7915147",5.28671
"7915156",2.98572
"7915160",6.57391
"7915170",5.99536
"7915178",3.61013
"7915184",5.62854
"7915198",2.18898
"7915200",2.70408
"7915202",3.12338
"7915204",3.70625
"7915207",6.9222
"7915227",5.21038
"7915229",5.15444
"7915238",3.08616
"7915245",3.3237
"7915252",4.49917
"7915257",4.20122
"7915261",6.34342
"7915275",2.42449
"7915277",4.036
"7915284",2.86892
"7915286",7.0972
"7915297",4.14573
"7915329",4.89279
"7915331",2.96797
"7915333",4.13305
"7915345",5.06417
"7915347",3.98873
"7915351",3.7949
"7915363",6.2421
"7915385",4.02951
"7915392",3.82203
"7915404",4.49471
"7915408",6.29104
"7915425",3.33621
"7915435",4.66022
"7915444",4.84523
"7915466",4.05468
"7915468",3.80159
"7915472",8.05641
"7915485",5.71097
"7915498",2.38879
"7915500",3.90776
"7915504",7.06434
"7915516",5.67785
"7915529",5.34145
"7915543",4.03095
"7915561",1.85731
"7915563",3.98161
"7915565",2.12776
"7915567",5.55356
"7915578",4.79494
"7915590",1.59861
"7915592",2.12698
"7915594",4.68625
"7915598",3.14342
"7915609",3.02311
"7915612",1.65593
"7915614",4.03706
"7915640",5.02317
"7915657",2.73304
"7915659",5.76424
"7915682",4.87667
"7915695",4.25847
"7915718",4.43561
"7915731",2.38336
"7915733",8.19802
"7915743",3.43813
"7915758",7.37885
"7915775",5.87887
"7915787",5.01904
"7915801",5.73765
"7915827",5.6264
"7915841",4.3072
"7915846",6.80209
"7915861",4.38404
"7915870",5.00509
"7915882",7.75574
"7915896",2.02136
"7915902",2.85814
"7915910",7.12323
"7915919",3.74658
"7915926",4.67802
"7915949",3.85282
"7915951",3.14205
"7915955",6.08874
"7915971",2.73856
"7915982",3.51735
"7915991",3.51389
"7915995",6.03444
"7916016",3.59333
"7916018",3.29269
"7916020",1.74446
"7916022",5.78165
"7916024",4.37029
"7916045",7.93937
"7916075",1.63281
"7916077",7.94306
"7916112",4.51672
"7916120",6.81582
"7916130",4.03982
"7916135",5.07424
"7916167",3.36364
"7916185",6.07204
"7916219",4.88146
"7916225",3.38296
"7916227",1.54617
"7916229",5.35824
"7916246",3.57644
"7916248",3.90407
"7916262",7.73552
"7916274",5.1961
"7916282",4.64082
"7916304",3.46735
"7916316",5.76576
"7916341",1.79619
"7916343",6.03311
"7916356",5.19265
"7916364",4.02977
"7916372",8.931
"7916384",3.60229
"7916393",3.91295
"7916403",6.90566
"7916412",3.6961
"7916422",6.02632
"7916425",4.3977
"7916432",7.26407
"7916443",6.43049
"7916487",1.18094
"7916489",2.72362
"7916491",2.70537
"7916493",6.55511
"7916506",2.60955
"7916526",2.66068
"7916541",2.91662
"7916562",9.63994
"7916564",7.38192
"7916566",1.97124
"7916568",3.80283
"7916570",5.54784
"7916582",2.62228
"7916584",5.94565
"7916590",8.05177
"7916592",6.81467
"7916609",6.83069
"7916616",4.6084
"7916627",2.57957
"7916629",2.94494
"7916643",5.43116
"7916654",4.25328
"7916667",3.06686
"7916669",6.73283
"7916725",1.93506
"7916727",5.24201
"7916741",4.34447
"7916743",2.61773
"7916745",1.61909
"7916747",8.64396
"7916775",4.50452
"7916777",2.09262
"7916781",2.67139
"7916783",1.53875
"7916785",1.83613
"7916789",3.972
"7916808",6.65102
"7916822",2.16338
"7916832",2.06407
"7916834",1.90665
"7916836",6.21287
"7916841",1.68159
"7916843",7.96199
"7916851",2.5154
"7916853",3.29496
"7916862",7.97962
"7916880",2.30642
"7916882",2.36387
"7916898",3.49771
"7916910",4.89661
"7916926",3.29277
"7916928",5.90762
"7916944",3.82844
"7916969",7.4613
"7916984",2.89019
"7916986",6.18456
"7916998",1.68326
"7917000",2.30459
"7917002",1.61679
"7917004",2.01026
"7917008",1.66245
"7917015",2.31033
"7917019",2.46454
"7917037",8.22761
"7917050",3.96879
"7917052",4.47839
"7917080",3.86219
"7917082",2.35538
"7917088",5.50351
"7917103",6.52085
"7917120",6.62979
"7917148",6.72194
"7917151",2.76268
"7917156",8.21234
"7917180",2.13679
"7917182",5.03397
"7917199",3.71892
"7917232",6.0882
"7917240",6.36985
"7917251",2.15524
"7917255",4.75025
"7917276",2.97901
"7917283",4.0003
"7917304",3.16812
"7917322",4.38121
"7917331",4.57097
"7917338",5.06579
"7917347",7.89044
"7917357",2.55648
"7917359",5.85482
"7917370",4.18111
"7917431",2.7393
"7917433",4.82799
"7917455",6.88333
"7917466",3.10898
"7917468",2.19866
"7917470",2.53971
"7917472",6.70182
"7917482",5.81978
"7917503",6.28642
"7917514",2.69056
"7917516",8.20357
"7917528",4.4028
"7917530",7.00265
"7917532",6.04498
"7917548",4.5876
"7917561",6.30958
"7917576",6.25813
"7917591",3.28424
"7917593",3.15386
"7917597",1.36537
"7917599",4.12681
"7917604",6.15286
"7917612",2.12952
"7917634",1.9905
"7917645",12.6331
"7917647",2.66737
"7917649",6.43128
"7917670",4.69221
"7917672",4.25667
"7917674",6.62115
"7917676",3.62696
"7917695",1.7049
"7917697",3.56653
"7917707",5.99954
"7917726",1.78907
"7917728",5.39271
"7917735",1.5694
"7917737",4.15939
"7917739",1.62597
"7917741",5.5737
"7917752",2.9617
"7917754",4.71508
"7917771",6.52183
"7917779",4.13627
"7917790",1.67181
"7917792",1.82206
"7917794",1.46376
"7917798",2.83209
"7917850",4.99527
"7917875",7.77307
"7917885",8.32606
"7917896",5.61772
"7917902",1.93473
"7917904",1.66906
"7917906",7.33538
"7917910",2.32831
"7917912",7.38371
"7917942",3.34825
"7917944",2.45781
"7917946",3.68949
"7917954",6.08884
"7917972",1.74044
"7917974",1.77487
"7917976",3.43778
"7917996",2.81383
"7918008",4.84079
"7918026",4.07099
"7918034",5.19064
"7918048",2.41909
"7918050",8.15239
"7918052",2.20055
"7918064",6.46691
"7918134",6.46577
"7918149",3.01944
"7918151",1.1577
"7918153",4.74708
"7918157",3.66108
"7918188",6.43209
"7918203",3.63021
"7918223",4.78406
"7918235",2.68942
"7918255",6.87002
"7918275",5.4652
"7918284",5.36318
"7918294",3.4306
"7918300",3.94345
"7918313",2.75924
"7918323",7.09333
"7918345",6.82745
"7918359",4.34074
"7918365",4.67149
"7918367",3.05632
"7918379",5.84241
"7918394",5.97169
"7918416",4.14831
"7918424",1.87913
"7918426",6.19656
"7918437",5.37984
"7918444",3.63271
"7918449",3.18493
"7918457",6.00872
"7918465",1.67362
"7918467",4.96026
"7918474",7.57775
"7918487",6.15314
"7918504",4.40138
"7918517",5.45834
"7918533",4.03023
"7918548",1.70917
"7918550",2.23448
"7918552",3.22771
"7918558",3.88603
"7918569",4.42411
"7918593",6.8526
"7918606",3.95853
"7918620",2.52755
"7918622",4.25841
"7918634",5.76365
"7918657",4.48443
"7918681",5.92787
"7918694",6.71506
"7918703",6.76079
"7918716",2.83973
"7918725",6.67617
"7918747",2.09403
"7918749",4.61104
"7918751",2.84295
"7918753",1.70762
"7918755",2.42929
"7918757",2.34566
"7918759",6.03525
"7918768",3.79132
"7918792",3.64436
"7918794",5.79691
"7918811",2.45989
"7918813",6.95245
"7918825",9.96757
"7918847",5.15128
"7918857",6.55011
"7918869",4.59224
"7918876",3.94729
"7918878",2.97622
"7918891",2.33131
"7918898",2.13943
"7918900",4.46182
"7918902",5.37706
"7918911",6.18587
"7918913",4.18183
"7918923",4.02501
"7918925",4.3559
"7918936",3.49037
"7918951",2.1657
"7918953",1.37906
"7918955",6.57598
"7918973",2.93215
"7919024",1.94011
"7919026",1.74996
"7919028",2.98527
"7919038",5.59317
"7919047",1.72279
"7919049",3.79424
"7919051",3.99662
"7919055",3.69115
"7919067",2.9459
"7919080",2.77466
"7919088",2.01813
"7919095",7.37839
"7919129",4.35053
"7919131",5.18581
"7919133",4.90822
"7919139",2.34746
"7919146",2.52448
"7919151",4.98645
"7919153",2.38503
"7919155",4.83277
"7919157",7.11093
"7919160",2.65615
"7919162",4.01026
"7919166",2.65615
"7919168",5.33062
"7919193",8.6906
"7919195",1.53186
"7919197",4.61676
"7919208",3.4888
"7919217",3.70838
"7919226",5.64562
"7919243",2.74349
"7919251",6.53499
"7919267",4.35265
"7919269",9.27156
"7919271",8.51877
"7919299",4.24495
"7919301",4.13363
"7919303",2.00478
"7919305",5.56988
"7919314",5.92118
"7919324",1.57311
"7919326",5.24818
"7919340",3.68215
"7919347",4.35265
"7919349",9.27156
"7919351",8.59255
"7919380",4.24495
"7919382",4.36386
"7919384",3.01969
"7919386",5.56751
"7919388",1.8065
"7919390",2.89076
"7919392",4.98645
"7919394",4.32132
"7919403",2.38503
"7919405",4.83277
"7919407",3.53791
"7919412",9.36332
"7919436",10.135
"7919438",9.16827
"7919556",3.25476
"7919560",3.25922
"7919562",2.05861
"7919564",6.11355
"7919566",2.77748
"7919568",3.67791
"7919570",1.5756
"7919572",2.33397
"7919574",1.66365
"7919576",9.00662
"7919578",3.26028
"7919580",3.25822
"7919582",4.7101
"7919584",8.00964
"7919589",6.25781
"7919591",4.44263
"7919594",1.51517
"7919596",3.25822
"7919598",4.38458
"7919600",4.98981
"7919602",2.89523
"7919604",2.67428
"7919606",8.18029
"7919612",5.93235
"7919614",4.75856
"7919619",6.69518
"7919625",7.72151
"7919627",5.94129
"7919637",7.21753
"7919642",7.16765
"7919645",3.95374
"7919659",5.25653
"7919669",6.69968
"7919699",5.90056
"7919715",5.86005
"7919729",5.97454
"7919743",3.87634
"7919747",6.08991
"7919749",6.37956
"7919751",8.315
"7919761",5.31198
"7919763",6.41924
"7919776",1.41149
"7919778",2.94256
"7919780",8.18312
"7919787",3.01876
"7919800",7.53621
"7919815",8.75989
"7919825",6.6557
"7919852",1.90115
"7919854",4.10454
"7919856",6.7838
"7919872",5.16558
"7919886",1.42565
"7919888",6.55797
"7919898",3.69906
"7919923",4.33785
"7919929",3.07956
"7919940",6.03567
"7919950",5.75455
"7919969",3.18285
"7919971",5.88243
"7919984",5.37015
"7920000",6.75469
"7920025",3.44355
"7920027",3.86088
"7920045",1.46841
"7920047",6.41778
"7920057",4.3626
"7920077",4.07709
"7920082",5.1086
"7920100",2.89848
"7920114",5.20859
"7920123",10.8165
"7920128",7.38503
"7920135",2.76303
"7920141",2.43188
"7920146",2.09907
"7920155",1.94583
"7920165",2.70696
"7920175",2.25762
"7920178",3.25126
"7920182",4.83495
"7920185",4.67135
"7920191",4.64097
"7920193",5.34571
"7920196",1.96795
"7920201",2.98444
"7920205",2.50063
"7920210",1.94642
"7920214",1.77535
"7920217",3.86227
"7920220",2.42048
"7920228",2.7708
"7920238",3.08297
"7920244",3.85756
"7920249",1.69732
"7920252",3.03639
"7920256",2.47148
"7920258",7.67516
"7920264",3.05499
"7920271",5.82162
"7920278",3.05329
"7920285",3.62127
"7920291",6.54426
"7920297",6.4591
"7920303",5.19811
"7920317",7.8001
"7920333",3.83315
"7920335",1.68158
"7920337",3.28922
"7920341",6.7591
"7920354",5.46709
"7920382",5.18149
"7920401",5.26225
"7920409",7.39192
"7920422",7.38793
"7920426",2.65532
"7920468",1.43757
"7920470",1.35436
"7920472",5.16946
"7920487",2.41781
"7920492",7.09497
"7920506",4.6557
"7920515",7.11252
"7920531",7.62474
"7920552",4.64673
"7920567",5.72798
"7920575",4.97482
"7920594",4.75055
"7920600",6.57168
"7920616",3.85066
"7920633",5.41543
"7920642",8.45083
"7920659",6.15663
"7920664",5.65442
"7920687",3.51381
"7920697",4.81169
"7920707",5.49204
"7920725",5.58364
"7920737",6.2145
"7920744",3.50866
"7920757",3.65679
"7920766",7.49181
"7920795",1.49111
"7920799",6.10671
"7920810",5.97658
"7920839",5.40094
"7920852",6.80387
"7920873",6.72077
"7920875",3.22664
"7920877",5.88184
"7920903",7.58071
"7920912",5.70701
"7920928",4.32342
"7920944",5.74243
"7920971",5.23501
"7920980",2.23961
"7920984",7.22741
"7921003",2.72459
"7921012",1.89904
"7921014",5.6127
"7921031",3.08724
"7921033",3.83454
"7921076",4.87625
"7921088",4.12042
"7921099",4.86437
"7921110",5.49779
"7921119",1.7233
"7921121",6.16683
"7921133",7.27344
"7921144",3.99577
"7921155",3.16424
"7921179",5.62602
"7921220",2.46381
"7921222",3.41115
"7921228",5.68669
"7921237",5.36708
"7921259",3.19773
"7921275",3.30864
"7921298",3.90671
"7921319",3.65936
"7921332",3.32282
"7921342",3.37823
"7921344",6.9319
"7921346",2.19162
"7921354",1.91134
"7921356",1.92578
"7921358",3.34564
"7921360",2.59579
"7921362",2.58
"7921364",1.80976
"7921367",2.65512
"7921420",2.10314
"7921422",1.71245
"7921425",2.25483
"7921427",2.35436
"7921429",2.673
"7921431",2.49344
"7921434",3.32735
"7921442",1.78958
"7921445",2.78685
"7921447",1.77343
"7921449",3.11224
"7921462",3.0707
"7921471",1.56843
"7921473",3.31172
"7921487",6.14408
"7921492",4.587
"7921516",3.28023
"7921526",5.76131
"7921533",3.87867
"7921538",4.82313
"7921552",5.94632
"7921571",5.58506
"7921583",8.28575
"7921621",4.87802
"7921623",1.68323
"7921625",4.89756
"7921637",4.50874
"7921652",3.18321
"7921667",5.47999
"7921677",2.71905
"7921690",2.37741
"7921702",2.50683
"7921713",7.67169
"7921738",6.02819
"7921752",4.50413
"7921773",5.32357
"7921786",6.24167
"7921793",5.29845
"7921806",5.31905
"7921821",4.6254
"7921834",3.57221
"7921840",3.03032
"7921852",3.30196
"7921862",2.45422
"7921868",5.44384
"7921873",6.23671
"7921882",6.82909
"7921895",3.35293
"7921900",2.20562
"7921909",2.893
"7921916",7.16669
"7921930",1.9482
"7921932",2.56247
"7921936",3.44932
"7921955",2.36977
"7921970",6.7662
"7921987",6.58108
"7922001",4.72039
"7922008",5.17019
"7922018",3.59435
"7922029",3.47924
"7922040",3.95664
"7922051",6.56182
"7922058",2.50778
"7922095",5.61424
"7922104",5.60597
"7922108",4.85951
"7922121",2.25142
"7922125",1.68866
"7922127",2.36303
"7922130",5.33519
"7922137",5.25403
"7922152",3.06495
"7922162",5.04358
"7922174",5.326
"7922200",3.47888
"7922219",4.68402
"7922229",3.58236
"7922243",3.43035
"7922250",6.03809
"7922266",2.70832
"7922268",7.13391
